chemical name,ACA_class,mol_weight,hydrophobicity,TPSA,complexity,volume,inh_Bac1,inh_Bac2,inh_Bac3,inh_Bac4,inh_Bac5,inh_Bac6,inh_Bac7,inh_Bac8,inh_Bac9,inh_Bac10,inh_Bac11,inh_Bac12,inh_Bac13,inh_Bac14,inh_Bac15,inh_Bac16,inh_Bac17,inh_Bac18,inh_Bac19,inh_Bac20,inh_Bac21,inh_Bac22,inh_Bac23,inh_Bac24,inh_Bac25,inh_Bac26,inh_Bac27,inh_Bac28,inh_Bac29,inh_Bac30,inh_Bac31,inh_Bac32,inh_Bac33,inh_Bac34,inh_Bac35,inh_Bac36,inh_Bac37,inh_Bac38,inh_Bac39,inh_Bac40
Meclocycline sulfosalicylate,D10AF04,476.86374,0.9,182,1040,333.2,7.72E-07,5.04E-06,5.85E-06,6.79E-06,5.04E-06,1.11E-05,6.45E-07,1.96E-06,2.06E-05,5.04E-06,5.04E-06,4.93E-07,1.14E-05,8.57E-06,5.19E-06,5.51E-07,5.04E-06,5.51E-07,3.20E-07,8.69E-06,5.40E-06,3.51E-05,5.18E-06,4.93E-07,1.06E-05,0.000974908,5.04E-06,5.51E-07,8.57E-06,3.59E-07,5.04E-06,4.51E-05,5.56E-05,0.000477981,1.62E-05,5.04E-06,3.87E-06,5.51E-07,5.51E-07,6.13E-06
Meclofenamic acid sodium salt monohydrate,M01AG04 M02AA18,295.1407,5.8,52.2,321,213.3,1,0.11268018,0.000537636,0.008962491,0.006173365,0.01024539,0.016283752,0.07150569,0.356716274,0.65931549,0.994579874,0.951430803,0.954969703,1,0.110606343,0.26601005,0.652930177,0.201248925,1,0.394013595,0.962819074,1,0.397564964,0.394120597,1,1,0.015039402,0.638381539,0.020081111,0.003019082,0.000845062,0.31553884,1,1,0.681723345,0.255654291,0.971405061,0.04304871,0.337315553,1
Meclofenoxate hydrochloride,N06BX01,257.71334,2.5,38.8,228,197.1,0.562054651,0.770710602,0.970001549,1,0.643995263,0.696407467,0.972785029,1,0.431159597,0.559337685,0.305471146,1,0.481998787,0.80015362,0.497219706,0.939808062,0.641114897,0.407000522,0.488951105,1,0.474723428,0.466735148,0.827324563,1,0.317972243,0.814973319,1,1,0.654220035,0.76618864,1,0.990469562,0.184366104,0.903867609,1,1,1,1,1,0.188242191
Meclozine dihydrochloride,R06AE05,390.94828,5.8,6.5,448,313.7,0.733427262,0.029292949,0.0863987,0.058594671,0.021367547,0.014942005,0.016108268,0.001419173,1,0.037428625,0.09195613,1,0.00037081,0.015888455,0.001293302,0.025665502,0.030682943,0.036888038,3.51E-05,0.049805036,0.017578484,0.767975214,0.392086647,0.046379486,0.001303223,0.009134219,0.569448555,0.157958719,0.110180552,0.160868577,0.068462195,0.271815952,1,0.001403155,0.934084562,0.020519156,0.086609508,0.03265045,0.002196121,0.526018981
Medrysone,S01BA08,344.48768,2.7,54.4,650,,0.953319966,0.096165784,0.662500579,0.566158775,0.343098959,0.445972743,0.766342051,1,0.741639287,0.690160181,0.491633836,0.953391183,0.505107359,1,0.042152355,0.063364402,0.624939478,0.658654005,0.584686828,0.78777938,0.904377131,0.931394324,1,1,0.204622563,0.89553794,1,1,0.237985596,0.69304074,1,0.641747696,0.401255744,1,1,1,0.927872519,1,1,0.06221139
Mefenamic acid,M01AG01,241.2851,5.1,49.3,292,195.5,0.786309056,0.683567683,0.284743871,0.429237928,0.12628965,0.365794247,1,1,0.805058314,0.97528668,1,0.963313054,0.990622719,1,0.469519396,1,1,1,1,0.961332655,0.999456176,0.971919675,1,1,1,1,0.630799077,1,0.558630515,0.171192982,0.342684438,0.952881032,1,0.847749202,0.982577139,0.417778469,1,0.979263371,0.902814052,0.94978999
Mefexamide hydrochloride,N06BX,280.36266,2,50.8,262,229.2,0.549775605,0.272384946,0.496940819,0.705673884,0.481191964,1,0.82739152,1,0.611881361,0.621922527,0.602956696,1,0.274975607,1,0.506959603,0.704010425,0.558773914,0.133033829,0.542655506,1,0.692845227,1,0.266480069,0.508694249,0.880433752,1,0.68313685,0.71895644,0.562768554,0.806565338,0.786710161,1,0.434399168,1,0.838374709,0.98492349,0.967448771,0.589178852,0.725138561,0.397351253
Mefloquine hydrochloride,P01BC02,378.312159,3.6,45.2,483,259.4,1,0.24077496,0.221212027,0.008623045,0.056797984,0.007503786,0.007710688,0.005806766,1,0.610701493,0.074887722,1,0.424597086,0.272300202,0.012026773,0.02644092,1,0.247488755,0.011947741,0.000296205,0.000361304,0.602111746,1,1,0.606029461,0.002765864,0.496761204,0.846434754,0.000732883,2.02E-06,0.082925809,4.35E-05,0.000103252,0.00061337,0.287644863,0.000473573,0.02930388,1,0.44945184,1
Megestrol acetate,G03AC05,384.50848,3.1,60.4,821,,1,1,0.616665097,0.554828979,1,1,0.581189677,0.900447606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.029875151,1,1,1,1,0.432899769,1,0.117776868,0.071079615,0.372028414,1,0.79862387,1,0.701911128,1,0.702077657,0.208994844,1
Meglumine,P01CB01,195.21358,-2.8,113,134,146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.533355298,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98046508,1,1,1,1,1,1
Melatonin,N05CH01,232.27834,0.8,54.1,270,185.3,0.431879156,0.494771288,1,1,0.892217361,0.633777683,0.865282844,0.982094187,0.757454554,0.54860817,0.430102357,0.980379768,0.329479595,1,0.356819044,0.786814549,0.639701344,0.930942929,0.166746566,0.99296336,0.484049133,1,0.766346267,0.214338441,0.481998787,1,0.610701493,1,0.751595798,1,1,1,0.882604301,1,0.567807434,0.773774563,1,0.642107807,0.846225511,0.687155047
Melengestrol acetate,-,396.51918,3.1,60.4,893,,1,0.64013965,0.667068195,0.917040435,0.558866757,0.905565405,1,0.589038815,0.346679032,1,1,0.300649674,1,1,1,0.750131686,0.606908892,1,1,0.032466702,1,0.646501139,1,0.960384456,1,1,1,1,1,0.47582419,0.948407258,0.606071127,1,1,1,0.467862211,1,1,1,1
Meloxicam,M01AC06,350.39278,3.5,139,628,248.2,0.744169795,0.652667136,0.849629956,0.911310733,0.583072094,0.611395619,0.351481042,0.808180463,0.818766888,0.521011637,0.800994822,0.95551811,0.831415532,0.949120917,0.267607711,0.572383387,0.221112066,1,0.172680215,0.996523652,0.34364396,1,1,0.274614808,1,0.529391258,0.241740384,0.70379294,0.606029461,0.278464381,0.871019169,0.219972564,0.745234202,0.607407267,1,0.277194315,0.974453991,0.426606989,0.867252669,0.702515466
Memantine Hydrochloride,N06DX01,179.30184,3.3,26,240,140.8,1,0.879536155,0.836430688,1,0.889878639,1,1,1,0.755121824,1,1,1,1,1,1,0.878734722,1,0.957118086,0.335830519,0.154854971,1,0.096741909,1,1,1,0.892215186,1,1,1,1,1,0.970664603,1,1,0.568559958,0.990101753,0.609116772,1,1,0.893443953
Mepenzolate bromide,A03AB12,340.43604,3.2,46.5,432,271.4,1,1,0.999475922,1,1,1,1,1,1,1,0.909447355,0.986421606,1,0.650594577,1,1,1,1,1,0.734744937,0.651577125,1,0.681812787,1,0.822511729,1,0.857177223,1,1,1,1,1,1,1,0.896771647,0.924956322,0.633777683,0.727441751,1,0.854394262
Mephenesin,M03BX06,182.21636,1.4,49.7,138,146.8,0.695656718,0.996210354,0.816086823,1,0.824459519,1,1,0.881743377,0.921702868,0.847450676,0.712862265,1,1,0.91655824,1,0.815833241,1,1,0.399098638,0.487007266,0.99771141,1,0.288877486,0.570832485,1,1,0.457223905,1,1,1,1,0.164603849,1,0.997454922,0.798234523,0.830834227,1,0.381392073,1,0.970986856
Mephentermine hemisulfate,C01CA11,163.25938,2.4,12,123,143.2,1,0.749673252,1,0.55944423,1,1,1,1,0.787548416,1,1,1,1,1,1,0.514175217,1,1,1,1,1,1,0.900941994,1,1,1,1,0.363406466,0.745878038,1,1,1,1,1,1,1,1,1,1,1
Mephenytoin,N03AB04,218.25176,1.5,49.4,310,172.9,1,1,0.964576326,0.481687589,1,0.879690009,0.786151894,0.660125658,0.52579868,1,1,0.080531019,1,1,1,0.822568932,0.938347389,1,1,0.056194847,0.333274435,1,0.703824573,0.068717509,1,0.979470087,0.591434887,0.3133339,1,1,0.625916475,0.832820358,0.86590771,0.907486554,1,0.938283313,1,0.898635397,0.882220975,1
Mepivacaine hydrochloride,N01BB03,246.34798,1.9,32.3,282,203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.993135232,1,1,0.152862965,0.82311916,1,0.554918687,1,1,1,0.910584376,1,0.933621727,1,0.622804204,1,1,1,0.991409898,1,1
Meprylcaine hydrochloride,N01BC,235.32204,2.9,38.3,232,196.7,1,1,1,1,1,0.886295911,1,1,1,1,1,0.784769242,1,1,1,1,1,1,1,0.371724498,1,1,1,0.953455342,1,0.953868903,0.783188159,0.909447355,1,1,0.818462879,0.209855664,1,0.827948984,1,0.643995263,1,1,0.983272714,1
Meptazinol hydrochloride,N02AX05,233.34922,3.4,23.5,243,192.8,0.673276564,0.945315599,1,1,0.738644333,0.619699607,1,1,0.434492722,0.488828041,0.472010621,1,0.837999157,1,0.706349004,1,0.500212489,1,0.795591412,1,0.445184478,1,0.960384456,0.792446167,0.708888512,1,1,1,0.769728009,1,1,0.858263477,0.530920507,0.859545687,0.783808955,0.938347389,0.806566521,1,0.937052948,0.023329029
Merbromin,D08AK04,705.67986,,90.5,801,,0.406649051,5.04E-06,0.002594892,9.27E-05,5.04E-06,2.63E-05,0.003325765,0.000321397,2.26E-06,0.000201053,1.92E-05,4.93E-07,7.59E-07,5.43E-06,9.55E-05,0.005474974,0.044525513,4.42E-06,2.79E-07,5.04E-06,5.04E-06,0.052741396,0.236676796,0.345293171,6.82E-06,0.000168628,6.91E-06,0.879449238,5.04E-06,0.000646374,0.00034437,3.49E-05,1.78E-05,0.00018563,5.04E-06,0.000151975,5.24E-05,0.0005815,0.196177586,0.118929469
Mercaptopurine,L01BB02,152.17706,0,85.2,190,107.2,0.221634326,1,1,0.907158785,1,0.450292917,1,1,1,0.851093047,0.605316341,1,0.013705702,1,2.08E-05,1,0.590743307,0.148127563,0.002094487,0.000355458,0.68818614,0.026702157,1,1,1,0.092079104,0.18946641,1,0.606679165,1,0.925407978,0.000214679,1,0.95249949,1,0.769838983,0.632129568,0.705946984,0.769445918,1
Meropenem,J01DH02,383.4625,-2.4,136,679,,1.20E-05,5.04E-06,1.23E-05,7.05E-06,5.04E-06,9.42E-06,8.20E-07,1.97E-06,2.06E-06,5.04E-06,0.000153485,4.93E-07,1.53E-06,5.79E-06,1,5.51E-07,1,4.53E-07,2.73E-07,5.04E-06,5.04E-06,9.39E-06,6.87E-06,4.93E-07,1.31E-05,0.000170551,7.13E-05,0.026487079,1.33E-05,3.76E-07,4.93E-07,3.46E-05,1.84E-05,0.000133365,5.04E-06,5.71E-06,2.68E-06,5.51E-07,5.51E-07,5.04E-06
Mesalamine,A07EC02,153.13538,1.3,83.6,160,113.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.217460485,1,0.800904609,1,0.969932334,1,1,1,1,1,0.929086023,1,0.835254647,1,1,1,0.6969813,1,1,1,0.963316351,1,1
Mesna,R05CB05 V03AF01,142.19724,-0.6,63.8,118,93.1,1,1,1,1,0.539518432,1,0.860437394,0.822770592,1,1,1,0.107958523,1,1,1,1,1,1,1,0.751595798,1,1,0.605316341,0.29806341,1,0.688075685,0.953319966,0.749306821,1,1,0.825411717,0.832009251,1,1,1,0.557331867,1,0.888912817,0.976507746,1
Mesoridazine besylate,N05AC03,386.57394,4.5,68.1,502,301.5,1,0.096302524,0.228314417,0.056381697,0.035730418,0.001895632,0.000861551,0.000191026,1,0.501174747,0.87121473,0.864796441,0.485685299,0.801321698,0.938819414,0.619699607,0.586216184,1,0.452119529,1,0.505674085,0.227542118,0.830098352,0.384638341,1,0.399682657,1,1,0.155891694,0.585249699,0.199683319,0.446476516,0.428101429,1,1,1,1,0.921111315,1,0.742820576
"Metaproterenol sulfate, orciprenaline sulfate",R03AB03 R03CB03,211.25758,0.7,72.7,177,167.8,1,0.500689801,1,1,0.371510758,0.999098223,1,1,0.589047497,0.82739152,0.400155837,1,0.839359147,0.908042593,0.902906788,1,1,1,0.129344051,0.920069337,0.96753736,0.886671961,0.988553054,1,0.671674563,0.843344312,1,1,0.565376167,1,1,1,0.392344559,1,0.391837595,1,0.912639561,1,1,0.478566373
Metaraminol bitartrate,C01CA09,167.20502,-0.4,66.5,141,133.9,0.936397031,0.708163308,0.841317909,0.993765623,0.517127866,0.662206194,1,1,0.239726708,0.091622402,0.45040492,1,0.784750988,0.576853089,0.588383176,0.243863864,0.530553179,0.961636721,0.320467477,1,0.400941731,0.173049722,0.665437563,0.477873847,0.05566371,0.535812073,0.892217361,1,0.555002701,1,0.988964677,0.923754587,0.106959463,0.76417061,0.396766233,1,0.27889252,0.865282844,1,0.114471623
Metergoline,G02CB05,403.51666,3.8,46.5,607,320.7,0.461883045,0.558913241,0.523906375,0.689711477,0.050064892,0.092491156,1,0.336775763,0.102519138,0.299992063,0.04656015,0.798714225,0.059378199,0.949576028,0.376040085,0.791931491,0.31103074,0.406176762,0.096359391,0.816737154,0.114199641,0.885587477,1,1,0.0755541,0.033065822,0.934901473,0.710362308,0.002160053,0.89912199,0.755047848,0.032007909,0.002585901,0.83893587,1,0.723061704,0.878620587,0.96753736,0.911578017,0.124975142
Metformin hydrochloride,A10BA02,129.16364,-1.3,91.5,132,97.4,1,1,1,1,0.832442846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.253958038,1,0.919878637,1,1,0.879536155,1,1,1,0.72011798,1,1,0.386835944,1,1,1,0.762284441,1
Methacholine chloride,N07AA,160.23402,0.6,26.3,138,134.3,0.589047497,0.705341631,0.976172023,0.990216375,0.57669716,1,0.874579695,0.912896324,0.496161608,0.69122639,0.54915908,1,0.557852495,0.716525022,0.645489722,0.687403305,1,1,0.382724701,0.688527215,0.450292917,0.799041364,0.164700703,0.292388226,1,1,0.605726965,1,0.800794375,0.867823955,1,1,0.359488388,1,0.904412185,0.652802785,0.743787191,1,0.943479276,0.385622802
Methacycline hydrochloride,J01AA05,441.41074,0.5,189,998,314.1,7.84E-07,3.99E-05,5.92E-06,5.86E-06,5.04E-06,9.51E-06,1.50E-06,0.000104443,6.29E-06,5.04E-06,6.71E-06,4.93E-07,7.48E-07,5.04E-06,1.86E-05,5.51E-07,5.26E-06,2.74E-07,3.25E-07,5.04E-06,5.04E-06,5.26E-06,5.15E-06,5.04E-06,1.48E-05,0.001033647,5.04E-06,1.81E-05,5.04E-06,3.25E-07,4.93E-07,0.002795386,6.90E-05,0.001195925,1.49E-05,5.04E-06,1.82E-06,6.96E-07,5.51E-07,5.04E-06
Methantheline bromide,A03AB07,340.43604,3.3,35.5,426,275.9,1,1,0.366422,0.757326116,1,0.860767756,1,0.255500711,1,1,1,0.361776081,1,0.875539813,1,1,1,1,1,0.008706801,1,1,0.498911839,0.909857975,1,0.214627753,0.936248501,0.970445462,1,1,1,0.549929442,1,0.421544342,1,0.209537507,0.737049456,1,0.941672578,1
Methapyrilene hydrochloride,R06AC05,261.38576,2.6,47.6,235,211.3,0.609116772,0.850887492,1,1,0.583970341,0.889227353,1,1,0.469829242,0.945745602,0.832820358,1,0.667803926,1,0.997056457,1,0.909399377,1,1,0.964579533,1,0.35304219,1,1,0.710861956,0.781906716,1,1,0.934269872,1,1,1,0.886392956,1,1,1,0.864105214,1,0.865283842,0.946089749
Methazolamide,S01EC05,237.27996,-0.5,143,324,159.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.39612663,1,1,1,1,0.948621088,1,1,1,1,1,1,1,1,0.813051645,0.756019919,1,1,1,0.917222503,1
Methenamine,J01XX05,140.18628,0.3,13,84,98.5,1,1,0.858501882,1,1,1,1,1,0.601247647,1,1,0.969503031,1,1,1,1,1,1,1,0.354119859,1,1,0.513819668,1,1,0.755910313,1,1,1,1,0.177784127,0.410643376,1,0.382765269,1,0.328060055,0.414536254,0.940030962,1,1
Methiazole,H03BB02,265.3314,2.8,92.3,301,202,1,1,1,1,0.720884918,1,0.38523199,0.351242571,1,1,0.598986271,1,0.058342477,0.718548833,1,0.945072723,1,1,1,0.366811201,1,1,0.640813616,0.594475512,1,1,0.927196162,1,1,1,1,0.172968365,1,0.028450593,1,1,0.000164286,1,0.127743251,1
Methimazole,H03BB02,114.16884,-0.3,47.4,119,86,1,0.041675319,1,0.642994039,1,1,0.715177646,1,1,1,1,0.746476571,1,0.804953273,1,0.910904992,1,0.949712066,1,1,1,1,0.712618921,0.839213269,1,1,0.940826086,1,1,1,1,1,1,1,1,1,1,0.366285073,0.980032616,1
Methiothepin maleate,N05AX,356.54796,4.2,57.1,410,279.9,0.063945028,0.097359439,0.052574378,0.090790126,0.166544123,0.024368877,0.282049763,0.083592584,1,0.582159844,0.000977939,0.894854323,0.00025014,0.102879259,0.073099062,0.100877649,0.353509288,0.211191868,0.003241472,0.138332302,0.037289922,0.7378923,1,1,0.000587621,0.001925619,1,0.796036853,0.004225506,0.004049483,0.471687998,0.000263044,0.000271321,0.000672828,0.163450356,0.246946294,1,1,0.187791254,0.222555908
Methocarbamol,M03BA03,241.2405,0.6,91,236,183.3,0.470444787,0.890173886,1,1,0.367199947,0.827164963,1,1,0.366536577,0.558773914,0.5105058,1,0.66368027,0.690300071,0.526405358,0.982210234,0.71862508,0.864946472,0.809969581,0.756075828,0.941236514,0.899570719,0.548684918,1,0.396764482,0.95968021,1,1,0.595042115,0.738232121,1,1,0.440253672,0.917812366,0.833391042,1,0.929570234,0.899570719,1,0.618995395
Methotrexate,L01BA01 L04AX03,454.43928,-1.8,211,704,331.9,0.414910411,0.878378725,0.758446171,0.137680897,0.542640787,0.796548702,7.64E-07,8.82E-05,0.51208818,0.30815914,0.715177646,1,0.443377407,0.000117098,0.503095792,0.000253827,1.34E-05,0.614460141,0.938347389,1,0.089872226,0.646456797,1,0.915230397,0.850198316,0.001928589,1,6.45E-07,0.338892489,0.953212186,0.902031339,1,0.006374774,0.63709745,1,0.005149904,0.61165797,5.51E-07,5.77E-07,5.04E-06
Methotrimeprazine maleat salt,N05AA02,328.47166,4.7,41,378,264.3,1,0.884553506,0.202253965,0.105520491,1,0.662500579,0.017679107,0.006991298,1,1,1,0.42294239,1,0.821187055,1,1,1,0.930006209,1,1,1,1,0.350262872,1,1,0.210965035,0.646320835,0.944738655,1,0.808394908,0.103314661,0.289544448,1,1,1,0.956879151,1,0.638367781,1,1
Methoxamine hydrochloride,C01CA10,211.25758,0.5,64.7,189,167.3,0.44938019,0.821187055,0.33350414,0.952414489,0.961038029,0.93761284,0.96752894,1,0.497229094,0.351550275,0.383991601,1,0.280310839,0.762015993,0.549766378,0.925241276,0.866457923,0.489860028,0.080932071,1,0.681889052,0.54342489,0.854684712,0.829761705,0.316788324,1,0.973326533,0.949242889,0.545062137,0.884553506,0.897024221,1,0.19613967,1,1,1,0.455336235,0.941263235,0.967453662,0.446983809
Methyl benzethonium chloride,D08AJ,426.65446,7.1,18.5,502,363.9,0.631507128,5.04E-06,5.86E-06,5.52E-05,1.42E-05,0.000390662,0.000191748,3.02E-05,0.197595997,5.04E-06,5.04E-06,0.507921016,7.48E-07,0.000196949,0.000185668,3.12E-06,0.027222515,7.11E-05,2.37E-06,5.04E-06,5.04E-06,1.70E-05,0.481964957,0.533974456,2.91E-05,0.000164898,0.599047427,2.19E-05,8.62E-05,7.72E-07,3.37E-06,3.51E-05,1.78E-05,0.000131961,0.000271654,6.11E-06,3.19E-05,0.001708248,8.07E-05,5.04E-06
Methylatropine nitrate,A03BB02,304.40394,1.8,46.5,387,243.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.85345151,1,1,0.591195785,1,0.92377962,1,1,1,1,1,1,1,1,1,0.751476365,1,0.872240656,1,1,1
"Methyldopa (L,-)",C02AB01 C02AB02,211.21452,-1.9,104,246,159.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.673117574,1,1,1,1,1,1,0.335697812,0.126732008,1,1,1,1,1,1,1,1,1,1,0.64899352,1
Methyldopate hydrochloride,C02AB,239.26768,1,92.8,271,185.5,1,1,0.627207178,1,1,1,0.783147707,1,1,1,1,0.346137486,1,0.895832687,1,1,0.980137443,0.663781141,0.832819066,1,1,1,0.168523752,0.956427388,0.431387773,1,0.324371584,1,1,0.397812651,0.511376564,1,1,0.153692874,1,0.462218508,1,0.83643417,0.028930574,1
Methylergometrine maleate,G02AB01,339.4314,2.3,68.4,549,266.9,0.263373156,0.348679858,1,1,0.715821592,0.995394594,1,1,0.394655402,0.15673318,0.478983743,1,0.082257608,0.99018187,0.725891083,0.800904609,0.150710525,0.708129889,0.470952724,1,0.667424446,0.600800834,1,1,0.795158291,1,1,1,0.548348068,1,1,1,0.283765265,0.821187055,0.265513946,0.758270716,0.253833544,1,0.729556175,0.358323845
Methylhydantoin-5-(D),-,114.10264,-0.6,58.2,143,85.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.944669734,0.516973745,0.598487998,1,1,0.990216375,1,0.948387205,0.76692025,1,1,1,1,0.898635397,1,0.964527881,1,0.933621727,1,1,0.478745905,0.847162168,1,1,0.908279438
Methylhydantoin-5-(L),-,114.10264,-0.6,58.2,143,85.2,1,0.643995263,0.716908569,0.909399377,0.979470087,1,0.948864759,1,0.757714941,1,1,0.354360879,1,1,0.991392826,1,1,1,1,1,1,1,0.7418645,0.556884025,0.795827035,1,0.958902271,1,1,1,0.560459614,1,1,1,1,0.953212186,0.402031174,0.670763005,1,1
"Methylprednisolone, 6-alpha",D07AA01 D10AA02 H02AB04,374.4706,1.9,94.8,754,,1,0.51353776,0.84778064,0.89341855,0.879243886,1,0.931803583,0.537618576,0.697448385,0.51544608,0.598286341,0.909857975,0.821091083,0.946258605,0.983109804,0.393383137,0.987719773,1,0.867252669,0.836365596,0.622659369,1,0.785895375,0.516360292,1,0.988607294,0.919015323,0.977706191,0.847891652,1,0.164262585,0.752807498,0.904361354,0.645585832,1,0.909703535,0.953212186,0.303821458,1,0.76785551
Meticrane,C03BA09,275.34452,0.5,111,485,190.5,1,1,1,1,1,1,1,1,0.8817603,1,1,1,1,0.378194682,0.961863849,1,1,1,1,1,1,1,1,1,0.394890509,1,0.98431611,1,1,1,1,1,1,0.767694951,0.627911877,1,1,1,1,1
Metixene hydrochloride,N04AA03,309.46832,4.9,28.5,349,251,0.196820647,0.005682417,0.00665058,0.028355503,0.000109489,4.78E-05,1.34E-05,2.28E-06,0.199792116,1,1,1,0.792204464,0.569394634,1,0.337315553,1,1,1,0.083519501,1,0.931394324,1,1,0.022952131,0.046890576,1,1,0.000994849,5.04E-06,4.93E-07,0.018133437,1,0.899070174,0.674864639,0.52579868,1,1,1,1
Metoclopramide monohydrochloride,A03FA01,299.79638,2.6,67.6,300,230.3,0.854366859,0.456399444,0.319687551,0.314402625,0.788560811,0.681536243,0.686189417,0.678428395,0.923144629,0.694781594,0.944970689,0.881706123,0.708477246,1,1,0.23461364,0.909218515,1,0.736293239,1,0.425423293,0.606679165,0.760816624,0.443535317,0.874770679,1,0.37478831,0.73443259,0.749826938,1,1,0.816737154,0.443992063,0.638367781,1,0.886295911,0.480425003,0.052747403,1,0.791545009
Metolazone,C03BA08,365.83454,4.1,101,594,262.8,0.54367209,0.832442846,1,1,0.754104599,1,1,1,0.94603998,1,0.71862508,1,0.824169505,0.773774563,0.890492043,1,0.579078362,0.294484056,1,1,1,0.81686863,1,1,0.850027528,1,1,1,0.820053079,1,1,1,0.236733746,1,1,1,0.762100848,1,0.578803553,0.840846448
"Metoprolol-(+,-) (+)-tartrate salt",C07AB02,267.3639,1.9,50.7,215,220.6,1,1,1,1,1,1,1,1,1,1,0.883873879,1,1,1,1,1,1,0.864233126,1,0.568018424,1,0.913022839,1,1,0.513071854,1,0.805097074,1,1,1,1,0.937879158,0.756183156,0.94388526,0.785234665,1,1,1,1,1
Metrizamide,V08AB01,789.09599,-0.4,169,719,385.3,1,1,0.721416234,0.782420455,1,0.966950407,1,1,1,0.938355336,1,1,1,1,1,1,0.185689423,0.118130326,1,1,1,1,1,1,0.800936677,0.882116822,1,0.847434823,1,1,1,0.976623729,0.84555883,0.866501047,1,1,0.882220975,1,0.70379294,0.95426261
Metronidazole,D06BX01 J01XD01 P01AB01 A01AB17 G01AF01,171.15396,0,83.9,170,125.1,0.002065724,5.04E-06,6.24E-06,1.22E-05,5.04E-06,1.07E-05,6.54E-07,2.00E-06,6.65E-07,1,0.168429768,4.93E-07,7.48E-07,1.15E-05,1.20E-05,5.51E-07,1.82E-05,5.77E-07,4.93E-07,8.67E-06,5.92E-06,5.55E-06,1,1,6.14E-06,0.000346097,5.04E-06,0.394259472,5.04E-06,1.12E-06,4.93E-07,3.58E-05,3.81E-05,0.000144555,9.05E-06,6.66E-05,6.45E-07,1,1,5.04E-06
Metyrapone,V04CD01,226.27376,2,42.8,275,183.3,1,0.878897044,1,1,0.702077657,0.760876209,0.988669522,0.89912199,0.791242286,0.784750988,0.437445445,0.958411293,0.787832275,0.997167483,0.481998787,0.991711508,0.986454276,1,0.786468962,0.733427262,1,0.612135797,0.907657834,1,0.416479745,0.929727494,1,1,0.681812787,1,1,0.945541178,0.501174747,1,0.938347389,1,1,1,1,0.605091135
"Mevalonic-D, L acid lactone",-,130.1418,-0.3,46.5,132,98.3,1,0.350775805,0.918763888,0.88696145,1,1,1,0.396619719,0.516911162,1,1,0.698742444,1,1,1,1,1,1,1,1,1,1,0.366442584,0.619524017,1,0.827597925,0.721011233,0.323462402,1,1,1,1,0.797802457,1,1,1,1,1,1,1
Mevastatin,C10AA,390.51306,3.9,72.8,637,,1,1,1,0.857471689,1,1,0.943609982,0.89341855,1,1,1,1,1,0.828830453,1,1,1,0.880047946,1,0.164262585,1,1,1,1,0.54350987,0.710394976,1,1,1,0.043843912,0.80616087,0.315827028,1,0.34932298,0.189062066,0.997056457,0.389190342,1,0.573237349,1
Mexiletine hydrochloride,C01BB02,179.25878,2.1,35.2,139,152.5,1,1,0.858731195,1,1,1,1,1,1,1,1,1,1,1,1,1,0.84555883,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.878830828,1,1,1,1,1
Mianserine hydrochloride,N06AX03,264.3648,3.4,6.5,342,213.2,0.354789785,1,0.830826417,1,0.879243886,0.95880959,0.813836246,0.837999157,1,1,0.8922761,0.825263017,0.96753736,1,0.561361102,1,1,1,1,0.194992042,1,0.353351091,1,0.899823171,0.253595917,0.046719554,1,1,1,1,1,0.84868363,1,1,0.674674951,1,1,0.985803321,1,0.910584376
Miconazole,D01AC02 J02AB01 A01AB09 G01AF04 A07AC01 S02AA13,416.12856,5.3,27,417,292.2,0.577671941,0.002157434,0.00055263,0.026173177,0.469283353,0.133729612,0.005367666,0.000197672,1,0.251410489,0.51441953,1,3.03E-06,0.001159592,0.030844854,2.43E-06,7.98E-06,5.04E-06,2.73E-07,5.04E-06,2.06E-05,0.001003844,0.993363161,0.146498188,9.19E-06,0.000165993,0.863021502,0.003529462,0.548311417,0.007636386,0.000170427,0.008944356,1.95E-05,0.0001943,5.04E-06,5.04E-06,1.77E-06,0.001963582,0.006471536,1
Midodrine hydrochloride,C01CA17,254.28232,-0.6,93.8,263,195.2,1,1,1,0.951399298,1,1,1,1,1,1,1,1,1,1,1,1,1,0.678462483,1,1,1,0.583699854,1,1,1,1,1,1,0.704048451,1,1,0.442866929,0.85345151,1,0.989245112,1,1,0.671013082,1,1
